config,metric,dataset,a,b,mean_diff,t,p,P_b_better,P_rope,P_a_better,p_holm
tuned,BRIER,D130,LR,NB,0.011713080580194627,7.509306856054089,3.656874383148623e-05,1.004190079861113e-06,0.0009888138000734292,0.9990101820098467,0.0004719586887734631
tuned,BRIER,D130,RF,XGB,-8.799472815969878e-05,-0.7700051123695769,0.46102901068509905,4.983618424023944e-12,0.9999999999913811,3.635297660129758e-12,1.0
tuned,BRIER,D130,RF,SVM,0.0012975059204194909,8.929669166327981,9.103561736506371e-06,4.626972573179204e-12,0.9999999994640026,5.313704160940776e-10,0.00013655342604759556
tuned,BRIER,D130,RF,MLP,0.0001273330258391575,1.0636571882177044,0.31518872479232457,5.144889240240999e-12,0.9999999999867348,8.12024257122521e-12,1.0
tuned,BRIER,D130,RF,NB,0.0116075044420459,7.4705164261376025,3.808933644101362e-05,1.0251789726976154e-06,0.0010661964680144242,0.9989327783530129,0.0004719586887734631
tuned,BRIER,D130,XGB,SVM,0.0013855006485791895,7.628719929671674,3.229024873680489e-05,3.0101837617902844e-11,0.9999999952288059,4.741092300147994e-09,0.0004520634823152685
tuned,BRIER,D130,XGB,MLP,0.0002153277539988563,1.2265172165677034,0.2511237556405152,1.3555484340203777e-10,0.9999999995722936,2.9215165724955826e-10,1.0
tuned,BRIER,D130,XGB,NB,0.011695499170205598,7.516227368748892,3.6304514521035624e-05,9.926862055716849e-07,0.0009900693463875676,0.9990089379674069,0.0004719586887734631
tuned,BRIER,D130,SVM,MLP,-0.0011701728945803333,-6.61678792536821,9.737752662858005e-05,2.2484175219600083e-09,0.9999999977193345,3.22479429422144e-11,0.0008453981229862339
tuned,BRIER,D130,SVM,NB,0.010309998521626408,6.308264819747232,0.00013960737376816893,3.0733688738341764e-06,0.005003855035288662,0.9949930715958375,0.0009772516163771825
tuned,BRIER,D130,MLP,NB,0.011480171416206742,7.291493024877024,4.6064034262371035e-05,1.2218982722878783e-06,0.0013059101342587365,0.9986928679674689,0.0004719586887734631
